Brno;16.62;49.2
Olomouc;17.250833;49.593889
Praha;14.4211;50.0872
Pardubice;15.77916;50.03861
Hradec Králové;15.8375;50.211111
Ostrava;18.292778;49.835556
Plzeň;13.3775;49.746944
České Budějovice;14.474722;48.974722
Liberec;15.06666;50.71666
Jablonec;15.171111;50.724167
